GardenSize,OverallQual,ExterQual,BsmtQual,TotalBsmtSF,HeatingQC,GrLivArea,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageCond,WoodDeckSF,OpenPorchSF,MS_zoning_RL,ModernityInYears
11174,8,5,5,1234,5,2576,2,1,5,10,1,3,3,324,100,1,0
9256,7,3,4,832,4,1718,2,1,3,7,1,2,3,0,94,1,11
6922,6,3,3,1478,4,1478,1,1,3,6,2,2,3,114,0,1,52
2974,6,3,4,1069,3,1069,2,0,3,4,1,2,3,0,55,1,33
5906,9,5,5,1752,5,1752,2,0,5,6,1,2,3,196,82,1,5
6403,5,3,3,1075,4,1507,2,0,3,7,0,1,3,0,0,1,48
10404,7,4,4,1379,5,2398,2,1,4,8,1,3,3,239,60,1,10
8161,5,3,0,0,3,1664,2,0,3,8,0,0,0,0,0,1,45
9202,8,4,4,1030,4,2098,2,1,5,8,1,3,3,192,52,1,1
5064,4,2,2,936,3,936,1,0,3,4,0,2,3,0,32,0,56
10944,6,3,3,672,3,1386,2,1,3,6,1,2,3,335,0,1,32
8349,8,4,5,707,5,1414,2,1,4,6,1,2,3,100,35,1,2
11309,7,4,4,1494,5,1494,2,0,4,6,1,2,3,192,36,1,6
1658,7,4,4,1375,5,1414,2,0,4,6,1,2,3,144,20,0,2
3296,6,3,5,1204,5,1204,2,0,3,5,0,2,3,0,247,0,11
11815,10,5,5,2076,5,2076,2,1,5,7,1,3,3,216,229,1,0
8857,5,3,3,1056,3,1063,1,0,3,6,0,1,3,0,0,1,56
5271,5,3,3,876,3,902,1,0,3,6,0,1,3,0,0,1,40
11914,6,3,4,1158,5,1158,1,1,4,5,0,2,3,0,50,1,2
12396,5,3,4,876,5,964,1,0,3,5,0,2,3,0,0,1,3
6446,6,3,4,1408,5,1679,2,0,4,7,1,2,3,224,42,1,10
12603,6,3,3,1477,5,1839,2,0,4,7,2,2,3,0,87,1,3
6316,5,3,3,864,3,864,1,0,3,5,0,1,3,0,0,1,36
10112,7,4,4,807,4,1982,2,1,4,7,1,2,3,0,84,1,18
10925,8,4,4,1086,5,1924,2,1,4,7,1,2,3,208,75,1,8
9642,7,4,4,1276,5,2080,1,1,4,9,2,1,3,0,0,1,5
9238,5,3,3,912,5,912,1,0,3,5,0,1,3,0,0,1,49
5099,4,3,3,901,5,901,1,0,3,4,0,1,3,0,0,0,8
7720,5,3,0,0,5,1340,1,0,3,7,1,1,3,116,0,1,1
8219,9,5,5,1930,5,1940,2,1,5,8,1,3,3,168,95,1,0
8309,6,3,3,994,4,1855,2,0,3,7,0,1,3,182,0,1,34
8296,5,3,4,840,4,884,1,0,4,5,0,2,4,240,0,1,24
5784,5,4,3,816,5,816,1,0,4,5,1,1,3,0,0,1,0
2780,5,3,3,720,3,1284,1,1,3,5,0,1,3,0,35,0,59
9526,6,3,4,975,3,1004,1,0,3,4,0,2,3,0,0,1,29
7656,5,2,4,816,3,816,1,0,3,5,0,2,3,106,0,0,47
7822,6,3,4,1065,5,1635,1,1,3,6,1,2,3,0,38,1,57
7632,5,3,3,1088,3,1869,1,0,3,7,0,2,3,48,0,0,13
10655,4,3,0,0,5,845,1,0,3,5,0,1,3,186,0,1,52
7562,5,3,3,686,4,1250,1,1,2,7,0,1,3,207,0,1,56
8949,5,3,4,971,3,971,1,1,3,5,1,1,3,0,0,1,37
10064,7,3,4,1362,5,2082,2,1,4,6,0,2,3,280,238,0,5
9111,7,3,3,1907,4,1959,3,0,3,9,0,3,3,0,0,1,17
10765,8,4,4,1181,5,2374,2,1,5,10,1,3,3,104,100,1,3
11818,6,3,4,896,3,2142,2,1,4,8,1,1,3,0,72,1,41
7211,5,3,0,0,4,1124,1,0,3,5,1,0,0,0,36,1,52
8322,8,4,5,1053,5,1992,2,1,4,9,1,2,3,140,45,0,4
8460,7,4,5,1650,5,1680,2,0,4,7,1,2,3,78,73,1,10
113325,7,3,4,1643,3,1824,2,0,4,5,2,2,3,380,48,1,5
14183,9,4,5,1833,5,1850,2,0,4,8,1,3,3,519,112,1,1
9298,5,3,3,644,4,1355,2,0,3,6,0,0,0,140,0,1,9
10477,7,4,4,840,5,1668,2,1,4,8,0,2,3,144,68,1,4
6885,6,3,3,319,3,1406,1,0,2,6,0,0,0,0,144,0,58
14604,6,4,3,1517,5,1888,2,1,4,6,1,2,3,0,0,1,8
3443,8,4,4,1228,4,1228,2,0,4,5,1,2,3,168,120,1,19
8099,6,3,4,943,4,1638,2,1,3,7,2,2,3,100,38,1,10
9961,4,3,3,960,3,960,1,0,3,6,0,1,3,120,0,1,42
2673,6,3,4,942,4,2521,2,1,3,10,1,2,3,728,20,0,33
9746,7,4,4,712,5,1895,2,1,4,7,1,2,3,143,46,1,12
5757,5,3,3,912,3,1236,1,0,3,6,1,1,3,0,0,1,12
5483,5,3,0,0,3,1535,2,0,3,8,0,2,3,0,0,1,30
1260,4,3,4,630,4,630,1,0,3,3,0,0,0,88,0,0,36
1671,4,3,3,546,3,1092,1,1,3,6,0,1,3,238,0,0,39
11521,9,4,5,1652,5,1652,2,0,5,6,2,2,3,404,102,1,2
10351,8,4,5,1734,5,1734,2,0,5,7,1,3,3,0,0,1,0
8191,8,4,5,1795,5,1795,2,0,4,7,1,3,3,0,49,1,0
12163,7,4,4,1541,5,1541,2,0,4,6,1,3,3,468,81,1,4
7067,9,5,5,1702,5,1702,1,1,5,7,1,3,3,0,72,1,0
30841,4,3,3,1249,5,1622,1,0,3,7,1,4,3,439,0,1,32
7903,7,4,4,1468,5,1479,2,0,4,6,0,2,3,120,25,1,8
1197,6,3,3,483,3,987,1,1,3,5,0,1,3,0,0,0,37
11054,8,4,4,559,4,1752,2,0,3,8,0,2,3,325,12,1,5
7348,5,3,3,720,5,2192,2,1,4,8,1,1,3,262,24,1,11
8386,8,4,4,2000,5,2000,2,0,4,8,0,3,3,168,0,1,2
7411,5,3,4,1125,4,1125,1,1,3,5,0,2,3,80,64,1,0
6861,5,3,3,731,5,1343,1,1,3,7,1,1,3,192,0,1,59
8064,6,3,3,1136,3,1136,1,0,3,5,1,1,3,426,0,1,43
157556,6,4,4,1444,4,2144,2,0,4,7,2,2,3,0,98,1,1
6551,6,3,3,839,5,1593,2,1,3,8,1,2,3,100,75,1,4
8488,6,3,3,856,5,1668,1,1,3,6,0,1,3,0,0,1,4
6754,4,3,3,845,3,845,1,0,3,4,0,2,3,0,0,1,1
8432,6,3,4,824,5,1786,2,1,4,7,0,2,3,0,162,1,10
9299,6,3,4,936,5,1792,2,1,3,8,1,2,3,0,0,1,8
8852,5,3,3,1398,4,1700,1,1,4,6,1,2,3,0,38,1,51
8091,8,4,4,1284,5,2169,2,1,4,7,1,2,3,192,87,1,5
7820,6,3,3,780,3,1376,2,0,3,7,1,1,3,0,0,0,56
8166,6,3,3,1436,2,1689,1,0,3,7,1,2,3,0,0,1,53
8822,5,3,4,1176,4,1178,1,1,4,5,1,2,3,224,0,1,8
11789,5,3,3,876,4,1416,1,1,3,7,1,3,3,418,0,0,58
6284,5,3,3,816,3,816,1,0,3,5,0,1,3,0,0,1,49
5044,5,3,3,676,5,1131,1,1,3,5,0,1,3,26,0,0,59
9846,5,3,3,1154,5,1154,1,1,3,6,1,2,3,0,58,1,43
7563,5,3,3,672,3,1285,1,0,3,6,0,1,3,0,0,0,7
7726,7,3,4,384,4,1474,2,1,3,7,1,2,3,120,72,1,13
8330,6,3,3,800,4,1632,1,1,4,7,0,2,3,0,40,1,8
8643,8,3,4,1563,5,1563,2,0,4,6,1,3,3,144,99,1,1
51564,4,3,4,1364,5,1663,1,0,4,6,2,2,3,224,137,1,14
7816,8,4,4,1184,5,2610,2,1,5,11,1,2,3,208,364,0,0
8230,5,4,3,768,5,792,1,0,4,5,0,1,2,316,0,1,3
7369,7,4,4,1391,5,1962,2,1,4,7,0,3,3,0,90,1,0
7691,7,4,4,1302,5,1302,2,0,4,6,0,2,3,0,22,1,0
3666,6,3,2,648,3,1118,1,0,3,6,0,2,3,0,0,0,56
9549,6,3,3,981,3,981,1,1,3,5,0,2,3,0,312,1,36
10101,8,4,4,1128,5,2290,2,1,4,9,1,2,3,0,0,1,6
8575,6,3,4,1040,3,1097,2,0,3,6,0,2,3,0,0,1,25
13138,6,4,3,1296,5,1640,1,0,4,7,1,2,3,108,0,1,2
9558,6,3,4,806,4,1572,2,1,3,7,1,2,3,0,40,1,11
10470,5,3,3,874,3,1524,1,1,3,7,0,1,3,0,0,1,49
7392,5,3,3,672,5,924,1,0,3,6,1,2,3,0,0,1,1
13031,6,3,3,819,4,1344,1,0,4,7,1,2,3,0,118,1,51
6532,7,3,3,1040,5,1818,1,1,3,7,2,1,3,0,0,0,57
9574,9,4,5,1440,5,2153,2,1,5,8,2,3,3,253,142,1,9
11229,6,3,3,832,4,2087,2,1,4,9,0,2,3,133,168,1,0
7962,2,3,3,290,3,438,1,0,2,3,0,1,3,0,0,1,59
13648,8,4,3,2217,5,2217,2,0,4,8,1,2,3,81,207,1,37
5072,8,4,4,1370,5,1370,2,0,4,6,1,2,3,120,49,1,1
5938,6,4,4,1262,4,1262,2,0,4,5,0,2,3,0,120,0,0
10492,7,4,4,817,5,1894,2,1,4,8,1,2,3,0,40,1,7
10336,8,5,5,1694,5,1694,2,0,4,7,0,3,3,168,228,1,0
9636,4,3,3,864,4,864,1,0,3,4,0,2,3,216,0,1,38
1552,6,4,4,970,5,1709,2,0,4,7,0,2,3,0,40,0,0
11232,4,3,3,715,4,1738,2,0,3,7,1,1,3,55,0,1,2
9315,5,3,3,608,3,1319,1,0,3,5,0,1,3,66,0,1,56
10677,7,3,4,1673,4,3222,3,0,4,11,2,3,3,367,0,1,20
6964,6,3,4,953,5,1647,2,1,3,7,1,2,3,0,40,1,7
4044,3,3,3,728,5,1306,1,0,2,6,0,0,0,263,0,1,44
7677,5,3,4,768,3,768,1,0,3,5,0,2,3,58,0,1,2
6343,5,3,3,991,5,1077,1,0,3,5,2,1,3,0,4,1,58
5321,3,3,3,649,5,1183,1,1,3,6,0,1,3,0,176,0,5
6258,5,3,3,876,3,904,1,0,3,6,0,1,3,0,0,1,42
7733,7,4,4,975,5,2291,2,1,4,8,1,2,3,192,0,1,7
7066,5,3,4,924,3,924,1,0,3,5,0,1,3,0,0,1,33
10732,10,5,5,1682,5,2332,2,1,5,9,1,3,3,196,134,1,0
9534,7,3,4,866,5,1779,2,1,4,6,0,2,3,198,36,1,11
9893,6,3,4,959,5,1671,2,1,3,7,1,2,3,0,38,1,6
21143,7,3,4,729,5,1446,2,1,3,6,1,2,3,264,22,1,11
16026,7,4,3,1192,3,2167,2,1,4,9,2,2,3,220,47,1,4
6904,5,3,3,773,4,773,1,0,3,4,0,1,3,0,0,1,55
7172,8,4,4,832,5,1935,2,1,3,8,0,2,3,0,150,0,0
11588,9,5,5,1698,5,1698,2,0,5,8,1,3,3,327,64,1,1
18625,7,3,3,1568,3,2156,2,0,3,9,1,2,3,0,80,1,3
7372,5,3,3,1728,3,1728,2,0,3,10,0,2,3,0,0,0,43
8937,7,4,4,866,4,1768,2,1,4,7,0,2,3,0,108,0,3
7830,5,3,4,894,4,894,1,0,3,5,1,2,3,0,0,1,39
8832,5,3,2,264,5,1432,2,0,3,7,0,2,4,270,0,0,5
4312,8,3,3,684,2,2358,2,0,3,8,0,0,0,0,54,0,21
10251,7,4,4,1153,5,2031,2,1,4,8,1,2,3,192,84,1,9
12763,9,5,5,1838,5,1838,2,0,5,8,1,3,3,270,68,1,3
12398,5,4,3,1052,5,1920,2,0,4,8,1,2,3,0,0,1,48
6999,4,3,2,622,4,1363,1,0,3,6,0,2,3,0,0,0,60
7556,5,3,3,894,5,894,1,0,3,5,1,1,3,416,144,1,1
10871,6,3,3,727,5,1556,1,1,3,8,0,2,3,0,0,1,41
7360,5,3,3,1584,3,1584,2,0,3,8,0,3,3,0,152,1,42
5483,5,3,0,0,3,1535,2,0,3,8,0,2,3,0,0,1,30
9944,6,3,4,940,3,1026,1,0,3,5,0,2,2,0,0,1,30
16077,5,3,4,1140,5,1140,1,0,3,6,0,0,0,36,56,1,0
9275,7,3,4,1107,5,2090,2,1,3,7,2,2,3,235,204,1,36
6428,7,4,4,798,5,1640,2,1,4,6,0,2,3,0,45,1,5
12738,5,3,3,1188,4,1437,1,1,3,6,1,2,3,304,0,1,19
7857,6,3,4,916,4,1600,2,1,3,7,1,2,3,100,38,1,10
3082,5,3,4,1142,3,1142,1,1,3,6,1,2,3,536,90,0,31
5558,6,3,3,742,5,1484,2,0,3,9,1,0,0,0,291,0,7
9716,5,3,3,1164,3,1164,1,0,3,5,0,1,3,0,48,1,58
5806,5,3,3,596,3,1192,1,0,3,6,0,1,2,0,0,0,59
8524,5,3,3,768,3,1376,1,0,3,6,1,1,3,0,0,1,57
6971,8,4,4,408,5,1419,2,1,4,7,1,2,3,120,0,1,7
1348,6,4,4,756,5,1573,2,1,4,5,0,2,3,0,32,0,10
11472,7,4,4,963,5,1792,2,1,4,7,1,2,3,0,96,1,7
7994,5,3,3,1006,3,1006,1,0,3,5,0,0,0,0,24,1,49
6423,6,3,4,744,3,752,1,0,3,4,0,1,3,353,0,1,26
12165,7,3,3,800,3,1740,1,1,3,6,2,1,3,0,0,1,23
8828,6,3,4,808,4,1593,2,1,3,7,1,2,3,342,40,1,16
7610,5,3,3,910,2,1385,2,0,3,6,0,2,3,0,0,1,58
12372,5,3,4,928,3,928,1,0,3,4,0,1,3,261,0,1,7
22370,7,4,5,868,5,2021,2,1,4,9,1,2,3,0,100,1,0
8160,7,4,4,1689,5,1689,2,0,4,7,0,3,3,0,56,1,0
1536,7,4,4,600,5,1252,2,1,4,4,0,2,3,0,48,0,8
6856,6,3,3,714,3,2526,2,0,4,10,1,1,3,88,15,0,57
13029,10,5,5,3094,5,2402,2,0,5,10,2,3,3,0,72,1,1
6373,5,3,0,0,5,827,1,0,3,5,1,1,3,0,0,1,3
12492,6,3,3,1127,5,2108,2,0,4,7,2,2,3,0,0,1,22
8736,7,4,4,1203,5,2520,2,1,4,9,1,3,3,224,114,1,12
9262,3,3,0,0,2,944,1,0,2,4,0,2,2,0,0,1,57
7609,5,3,3,912,3,912,1,0,3,5,1,1,3,0,0,1,43
10950,6,3,4,585,5,1868,3,1,3,7,1,2,3,268,112,1,4
12455,6,3,3,764,5,1824,1,0,3,8,1,2,3,0,0,1,57
7708,7,3,4,900,5,1852,2,1,4,7,1,2,3,168,108,0,0
9758,5,3,3,440,4,1230,1,1,3,5,0,2,3,74,0,0,28
6420,7,3,4,1080,5,1080,1,0,4,6,0,0,0,0,0,1,3
10476,7,3,4,1649,5,1661,2,0,4,6,0,2,3,0,34,1,12
6730,7,4,3,912,4,1426,1,1,4,7,1,1,3,0,240,1,9
8709,3,3,3,1007,2,1077,1,0,3,6,1,1,2,0,100,0,56
10042,6,4,4,1208,3,1208,1,1,3,6,1,2,3,198,42,1,29
8852,5,3,3,612,5,2601,3,1,3,8,0,2,3,183,0,1,10
13758,5,3,3,1092,3,1092,1,0,3,6,1,1,3,268,0,1,49
7274,7,4,4,884,5,1768,2,1,4,8,0,2,3,0,63,1,5
5557,8,4,5,1267,5,1296,2,0,4,6,0,2,3,192,25,1,7
7785,5,3,4,990,4,990,1,0,3,5,0,1,3,0,64,1,13
9727,8,4,4,1489,5,1489,2,0,4,7,1,2,3,0,140,0,0
13083,7,4,5,1063,5,2172,2,1,4,9,1,3,3,192,62,1,1
6171,7,4,4,746,5,1656,2,1,4,7,1,2,3,178,128,1,4
6644,6,4,4,1218,5,1218,2,0,4,4,0,2,3,0,102,0,0
8168,7,3,3,650,5,1482,1,0,3,7,0,2,3,0,0,0,21
1453,6,3,3,855,3,1322,2,1,3,6,1,2,3,260,0,1,35
4309,6,3,3,485,4,1635,1,0,4,5,0,1,3,394,0,0,3
16122,6,3,3,1478,5,1478,2,0,3,6,2,2,3,0,40,1,49
7752,5,3,3,658,3,1184,1,0,3,8,0,0,0,0,151,1,10
7594,7,4,4,856,5,1710,2,1,4,8,0,2,3,0,61,1,5
6628,6,3,4,888,5,912,1,0,3,5,1,2,3,0,0,1,29
2024,7,4,4,600,5,1223,2,1,4,4,0,2,3,0,166,0,1
8981,5,3,4,384,4,1394,2,1,4,7,0,2,3,100,0,1,1
7510,5,3,3,970,3,970,1,0,3,5,0,2,3,0,24,1,44
7369,7,4,4,756,5,1553,2,1,4,6,0,2,3,0,45,0,0
10785,7,4,4,860,5,1720,2,1,4,7,0,2,3,0,70,1,2
7981,5,3,2,796,4,796,1,0,3,4,0,0,0,328,0,1,58
12591,5,3,3,935,3,935,1,0,3,5,0,1,3,180,0,1,41
5011,6,3,3,976,5,1608,2,1,4,7,1,1,3,147,16,1,19
11847,6,4,4,742,5,1484,2,1,4,8,1,2,3,36,24,1,4
4242,7,4,4,1064,4,1767,2,0,4,5,1,2,3,441,35,1,19
4871,6,3,3,813,5,813,1,0,4,5,0,1,2,0,113,0,1
6260,6,3,3,520,4,754,1,0,3,5,0,0,0,53,0,0,24
25581,7,3,4,585,5,2069,2,0,4,9,1,2,3,0,0,1,1
5404,6,3,2,611,5,1362,2,0,3,6,0,2,2,0,0,0,9
9030,7,3,4,1090,3,1370,2,0,3,6,1,2,3,0,0,1,33
12792,6,4,3,725,5,1479,2,1,4,6,0,2,3,0,44,1,5
6160,4,3,0,0,3,1040,1,0,3,4,0,2,3,0,29,1,56
6160,4,3,0,0,2,1040,2,0,3,6,0,2,3,0,0,1,59
6687,7,3,2,793,4,1802,1,1,3,9,1,1,3,0,0,1,56
24246,4,3,3,1064,4,1040,1,0,3,5,0,2,3,0,0,1,44
8316,6,3,4,1350,3,1334,2,0,3,6,1,2,3,0,16,1,32
9186,7,4,4,956,5,2084,2,1,4,8,0,2,3,0,45,1,6
10148,7,4,4,1080,5,2097,2,1,4,9,1,3,3,196,187,1,15
3125,8,4,4,1573,5,1625,2,0,4,5,1,2,3,123,0,0,0
14289,7,4,3,1304,3,2287,2,0,3,7,1,2,3,0,21,1,53
7872,5,3,3,936,3,1128,1,0,3,5,0,1,3,0,0,1,52
11202,6,4,4,992,5,2054,2,1,4,7,1,2,3,24,48,1,9
14414,5,3,3,1165,3,1336,1,0,3,5,2,1,3,0,0,1,53
8045,8,4,4,1396,5,2392,2,1,4,7,1,3,3,0,70,1,8
9127,8,4,4,1719,5,1719,1,1,4,6,2,2,3,122,30,1,15
9721,7,4,4,1223,5,2127,2,1,4,5,2,2,3,171,132,1,14
9882,5,3,3,913,3,1558,1,1,3,6,1,1,3,0,0,1,58
6623,5,3,3,912,2,912,1,0,3,5,0,1,3,12,285,1,22
5325,3,3,3,600,2,968,1,0,3,6,0,0,0,0,0,0,59
8488,6,3,3,1516,3,1516,1,1,3,6,0,2,3,0,0,1,45
18010,6,3,4,796,3,1574,2,1,3,6,1,2,3,306,111,1,30
7159,4,3,3,720,3,720,1,0,3,4,0,0,0,0,523,0,59
14757,9,4,5,1980,5,1980,2,0,5,8,1,3,3,194,45,1,1
12524,7,4,4,1208,5,1621,2,0,4,8,0,2,3,108,45,1,8
15033,6,4,4,1602,4,1602,2,0,4,8,1,2,3,240,0,1,9
4251,6,3,3,1149,4,1616,2,0,4,5,0,1,3,0,0,0,3
14721,5,3,3,1484,3,1600,1,0,3,6,2,1,3,288,258,1,9
9070,6,3,3,689,3,2119,2,1,3,7,1,2,3,0,104,1,37
1552,7,4,4,970,5,1709,2,0,4,7,0,2,3,0,40,0,2
8802,7,3,3,832,4,1978,2,1,3,9,1,2,3,0,43,1,40
3496,3,3,3,544,5,774,1,0,4,6,0,0,0,0,0,0,1
2840,4,3,3,796,2,796,1,0,3,5,0,0,0,0,0,0,58
14962,8,4,4,1686,3,1707,2,1,3,6,1,2,3,574,64,1,25
8952,8,4,5,1582,5,2161,1,1,5,8,1,3,3,178,120,1,0
9564,6,3,3,756,5,1469,1,0,3,7,0,1,3,57,0,0,13
8835,6,3,3,1362,3,1362,1,1,3,6,1,2,3,0,20,1,47
8649,6,3,4,794,5,1796,2,1,3,7,0,2,3,0,36,1,9
9872,7,3,4,1216,5,2514,2,1,3,8,0,2,3,0,0,1,15
22263,7,4,4,1332,3,1524,0,1,4,4,1,2,3,268,0,1,31
5269,5,3,3,1001,3,2002,2,0,3,8,0,3,3,0,0,0,57
8532,6,3,3,806,3,1578,1,0,2,5,2,1,3,0,0,1,56
9114,5,3,3,1086,4,1086,1,0,3,6,0,2,3,0,0,1,7
5568,4,3,0,0,4,912,1,0,3,3,0,0,0,0,0,0,56
23622,5,3,3,1437,5,1473,1,0,5,5,2,1,3,0,48,1,6
7090,7,4,4,660,5,1320,2,1,4,6,0,2,3,0,48,1,4
16591,6,3,3,912,3,1458,1,0,3,6,1,1,3,192,0,1,60
6200,5,3,3,1800,5,1800,2,0,3,10,0,0,0,0,0,1,46
6991,6,4,4,860,5,1960,2,1,4,8,2,2,3,288,48,1,8
8856,5,3,3,864,5,1144,1,0,3,6,1,1,3,165,0,1,26
10211,6,3,4,689,5,1392,1,1,3,6,0,1,3,0,36,1,33
10641,7,4,4,1541,5,1541,2,0,4,7,1,2,3,0,70,1,5
6061,5,3,3,1063,4,1327,1,0,4,7,0,2,3,0,0,1,5
9704,5,3,2,796,4,1466,2,0,4,7,1,2,3,436,21,1,17
10664,6,3,4,713,3,1552,2,1,3,6,1,2,3,209,208,1,31
3276,6,3,5,1224,5,1224,2,0,3,5,0,2,3,0,304,0,10
21432,10,4,3,1107,5,3608,2,1,5,12,2,3,3,0,260,0,13
15577,5,3,3,1350,4,1328,1,1,3,5,2,1,3,0,104,1,48
4327,5,3,3,1073,5,1073,1,0,3,4,0,1,3,0,0,1,38
7503,5,3,3,793,3,1517,2,0,2,7,0,0,0,0,0,0,2
6865,5,3,3,1057,3,1057,1,0,4,5,0,1,3,0,52,1,3
6089,5,3,4,943,3,943,1,0,3,4,2,2,3,42,0,1,27
12907,8,4,4,1616,5,1629,2,0,4,9,1,3,3,0,252,1,4
8618,4,3,0,0,3,1224,2,0,3,6,0,2,3,0,0,1,45
13792,8,4,4,1485,5,1464,2,0,4,6,0,3,3,168,160,1,0
3284,6,3,5,1216,5,1216,2,0,3,5,0,2,3,0,125,0,8
9794,8,4,4,1626,5,1634,2,0,4,7,1,3,3,0,44,1,1
10266,6,3,3,918,4,1683,2,1,3,7,1,2,3,243,0,1,31
7186,5,3,3,1060,5,1060,1,0,4,6,1,1,3,406,90,1,9
8252,6,3,3,1567,3,1567,2,0,4,5,2,2,3,264,32,1,32
8030,5,3,3,864,4,1200,1,1,4,6,0,2,3,0,64,1,8
3861,4,3,3,747,3,747,1,0,3,4,0,1,3,0,0,0,60
3410,9,4,5,1698,5,1709,2,0,4,5,1,2,3,97,65,0,8
17529,5,3,4,1361,5,2620,2,2,3,12,1,2,3,155,24,1,30
8106,6,3,4,1394,4,1394,1,1,3,6,2,2,3,0,76,1,46
6636,5,3,3,960,4,1960,2,0,3,10,0,2,3,0,0,0,57
1740,8,4,4,1273,5,1456,2,0,4,7,1,2,3,143,20,1,3
8235,7,4,4,1573,5,1573,2,0,4,6,0,2,3,0,72,1,7
8216,6,3,2,784,3,784,1,0,3,5,0,2,2,0,0,0,59
9920,7,3,4,880,2,1768,1,1,3,6,2,2,3,0,341,0,36
9217,7,4,4,1311,5,2418,2,1,4,9,1,3,3,250,154,1,14
9757,7,4,4,978,5,1983,2,1,4,9,1,2,3,0,0,1,10
7569,5,3,3,1728,3,1728,2,0,3,8,0,2,3,0,0,1,30
4468,5,3,2,680,4,764,1,0,3,4,0,2,3,0,0,0,4
1070,4,3,4,462,3,988,1,0,3,5,0,1,3,120,101,0,36
1455,4,3,3,546,2,1092,1,1,3,6,0,1,3,0,0,0,37
1197,6,3,3,483,3,987,1,1,3,5,1,1,3,0,0,0,34
7817,7,4,4,915,5,1908,2,1,4,8,1,2,3,144,133,1,13
8427,5,3,3,1144,3,1144,1,0,3,6,0,1,3,44,0,1,54
10586,8,4,4,1299,5,1872,2,1,5,7,1,2,3,160,122,1,8
8865,6,4,4,1151,3,2060,2,1,3,8,1,2,3,0,228,1,18
12581,5,3,3,1114,5,1114,1,1,4,6,0,2,3,0,102,1,4
1470,6,3,3,483,3,987,1,1,3,5,0,1,3,72,0,0,33
8061,4,3,3,816,5,816,1,0,3,3,1,1,2,0,0,1,51
7559,4,2,3,721,4,841,1,0,3,4,0,1,3,250,0,0,59
7716,6,3,3,655,5,1194,1,0,3,6,1,2,3,0,0,1,47
5934,5,3,5,1090,4,1090,1,1,3,5,0,2,3,0,49,1,1
2916,6,3,3,684,5,1368,1,0,3,7,0,1,2,0,158,0,13
6619,5,3,3,530,3,1111,1,0,2,6,0,1,3,0,0,0,11
13704,6,4,4,894,5,1933,2,1,4,9,1,3,3,100,18,1,1
10600,8,4,4,1152,5,2270,2,1,4,9,1,3,3,132,57,1,3
8549,8,4,4,1683,5,2872,2,1,4,9,1,2,3,0,33,1,7
11108,5,4,3,832,4,1268,1,0,3,6,1,1,3,0,28,1,59
7504,3,3,0,0,2,1040,2,0,3,6,0,2,3,0,0,1,59
4560,4,2,3,840,5,1374,1,0,3,6,0,1,3,0,0,1,59
12329,9,5,5,2121,5,2121,2,1,5,8,1,3,3,124,98,1,0
8681,5,4,3,1256,4,1256,1,1,3,6,0,1,3,736,68,1,43
12674,6,3,4,1112,4,1137,2,0,4,5,1,2,3,125,0,1,19
6532,5,3,3,1268,4,1268,1,0,3,7,1,1,3,0,98,1,56
5040,4,3,3,960,4,960,1,0,2,5,0,1,3,0,0,0,57
9762,5,3,4,1097,5,1097,1,1,3,6,0,2,3,392,64,1,14
7504,3,3,0,0,4,1040,2,0,3,6,0,2,3,0,0,1,56
7572,5,3,3,1120,4,1128,2,0,3,6,0,2,3,192,20,1,45
8831,4,3,4,1138,3,1181,2,0,3,6,0,2,3,0,0,1,36
7939,6,3,3,804,5,2447,2,0,4,10,1,1,3,272,0,1,20
8596,8,4,5,1622,5,1630,2,0,5,8,1,3,3,172,42,1,1
8556,4,3,3,894,5,894,1,0,3,5,0,2,3,0,0,1,53
7410,5,3,3,825,3,825,1,0,3,4,0,2,3,140,50,0,13
1425,6,3,4,855,2,1456,2,1,3,7,1,2,3,26,0,1,32
6215,6,4,4,1362,5,1362,2,0,4,6,1,2,3,192,28,1,1
8449,7,4,4,864,5,1728,2,1,4,7,0,2,3,187,56,1,5
6747,7,3,3,725,4,1479,1,1,4,7,0,2,3,0,32,1,3
7526,6,4,4,928,5,1721,2,1,4,7,0,2,3,300,87,1,13
3947,5,3,3,624,2,1344,1,0,3,7,0,3,2,0,0,0,58
8876,7,4,4,1050,5,1949,2,1,4,8,1,2,3,156,90,1,16
6658,4,3,3,788,3,788,1,0,3,4,2,0,0,0,0,1,56
8505,4,3,3,1095,2,1774,2,0,3,8,0,3,2,0,0,0,56
5610,5,3,3,1145,3,1301,1,0,2,5,0,2,3,0,0,0,59
8136,4,3,3,864,3,864,1,0,3,5,0,2,3,0,0,1,36
5392,4,3,3,780,3,1208,1,0,3,5,0,2,3,0,23,0,59
7394,5,3,3,1056,5,1056,1,0,3,6,1,1,3,0,85,1,42
9116,1,2,2,683,4,904,0,1,2,4,0,0,0,0,0,1,59
2925,7,5,5,1470,5,1478,2,1,4,7,1,2,3,0,144,0,1
4950,3,4,2,840,4,1605,2,0,3,8,0,1,3,0,0,0,60
8297,7,4,4,873,5,1790,2,1,4,7,0,2,3,0,88,1,9
7348,6,3,3,932,5,932,1,0,4,4,1,1,3,0,0,1,57
1218,6,3,3,672,3,1218,1,1,3,7,0,1,3,144,28,0,34
5346,5,3,3,784,4,784,1,0,4,5,0,0,0,0,0,0,58
1425,6,3,4,855,3,1456,2,1,3,7,1,2,3,87,0,1,33
