LotArea,OverallQual,ExterQual,BsmtQual,TotalBsmtSF,HeatingQC,GrLivArea,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageCond,WoodDeckSF,OpenPorchSF,MS_zoning_RL,ModernityInYears
8146,4,4,0,405.0,4,1039,1,0,3,6,0,1.0,2,0,0,1,6
10230,5,3,1,1054.0,5,1078,1,0,5,6,0,1.0,2,0,0,1,59
10410,4,3,1,1313.0,3,2377,2,0,4,8,1,2.0,2,0,0,1,59
7200,7,4,1,560.0,5,1690,2,0,4,5,0,2.0,2,0,0,1,1
5400,2,2,0,416.0,4,599,1,0,4,4,0,0.0,5,0,81,1,59
10800,5,3,1,720.0,3,846,1,0,4,4,0,2.0,2,0,0,1,59
10800,3,3,1,630.0,3,725,1,1,3,4,0,1.0,2,0,30,1,11
9671,6,3,1,1248.0,3,2544,2,2,3,12,0,3.0,2,0,0,1,40
10143,6,3,1,1380.0,2,1380,1,1,3,6,0,1.0,2,0,0,1,46
11500,6,2,1,1040.0,4,1040,1,0,3,6,1,2.0,2,0,0,1,42
8010,6,4,1,951.0,4,951,1,0,4,6,0,2.0,2,0,0,1,2
10454,6,3,1,1105.0,4,1105,1,0,3,5,0,1.0,2,0,0,1,52
9000,6,3,2,160.0,2,1142,1,0,3,5,1,1.0,2,0,28,1,51
8064,6,3,1,795.0,4,1133,1,0,3,5,0,2.0,2,0,0,1,59
7350,5,3,1,1041.0,4,1041,1,0,3,6,0,1.0,2,0,0,1,51
7200,5,3,1,732.0,3,732,1,0,3,4,0,1.0,2,0,68,1,57
8000,5,3,2,528.0,3,1183,1,0,3,6,0,1.0,2,0,0,1,50
10800,4,3,1,832.0,3,1461,2,0,3,6,0,1.0,2,0,204,1,13
8064,6,3,1,864.0,3,1495,1,0,3,6,0,2.0,2,180,36,1,15
7570,6,3,1,780.0,3,1806,1,1,3,8,0,2.0,2,0,55,1,45
8604,5,3,2,941.0,4,941,1,0,4,4,0,2.0,2,0,40,1,31
7936,6,3,1,1045.0,3,1045,1,0,3,6,1,1.0,2,0,0,1,46
4080,6,3,1,901.0,4,1378,1,0,4,6,0,1.0,1,54,0,0,11
10307,6,3,1,972.0,4,1944,2,0,3,12,0,2.0,2,0,28,0,59
15660,5,3,1,240.0,3,1306,1,1,4,6,0,2.0,2,0,0,0,6
9900,5,4,1,504.0,5,1464,2,0,3,7,0,0.0,5,0,0,0,7
6406,5,3,1,690.0,3,1558,1,1,3,7,1,2.0,2,0,36,0,59
7627,4,2,0,600.0,4,1701,2,0,2,8,0,0.0,5,0,0,0,59
10134,5,3,0,801.0,4,1447,1,0,3,6,0,0.0,5,80,0,0,59
6000,5,3,1,768.0,3,1328,1,1,3,6,0,1.0,2,0,12,0,39
7404,4,3,0,861.0,3,861,1,0,3,5,0,2.0,2,0,0,0,59
5925,2,3,4,0.0,2,612,1,0,3,4,0,1.0,1,0,0,0,59
8520,5,4,0,624.0,3,792,1,0,3,5,0,1.0,2,0,0,0,59
9600,4,4,0,677.0,3,1510,2,0,4,7,0,2.0,2,0,0,0,59
8400,6,3,0,917.0,4,2007,2,0,5,8,0,1.0,2,0,235,0,59
3600,6,3,1,624.0,5,1288,1,0,5,5,1,1.0,2,0,103,0,2
3300,4,3,1,624.0,5,816,1,0,3,5,1,0.0,5,0,33,0,59
5400,6,2,1,972.0,5,1480,1,0,3,6,0,1.0,2,0,0,0,59
9720,6,3,1,741.0,5,1521,1,0,4,8,0,3.0,2,0,0,0,7
9392,3,3,0,245.0,3,797,1,0,3,5,0,0.0,5,0,36,0,59
6615,6,3,1,1022.0,3,1432,1,0,4,6,1,1.0,2,266,61,1,59
4960,5,3,1,297.0,5,1654,2,0,3,7,1,1.0,2,244,60,1,27
6000,5,3,1,468.0,4,1142,1,0,3,6,0,1.0,2,0,0,0,59
6120,5,3,1,960.0,4,995,1,0,3,5,0,1.0,2,0,15,0,10
6120,5,3,1,952.0,3,1582,2,0,3,6,1,1.0,2,189,0,0,59
8635,5,3,1,1072.0,3,1072,1,0,3,5,0,5.0,2,0,0,0,59
8094,6,3,1,1048.0,4,1768,2,0,3,8,0,2.0,1,0,0,0,59
9928,7,3,1,672.0,2,1944,2,0,3,8,0,1.0,2,24,28,0,15
3000,5,3,1,1040.0,3,2128,2,0,3,11,0,0.0,5,0,56,0,59
6876,6,3,1,720.0,2,1930,2,0,3,8,0,1.0,2,0,0,0,59
5775,6,3,1,483.0,5,1427,1,0,4,7,0,1.0,2,0,24,0,7
5852,7,3,1,1020.0,3,1864,2,1,3,9,0,0.0,5,0,188,0,9
5160,6,3,1,1204.0,3,1666,1,0,3,4,0,1.0,2,0,0,0,59
5160,4,3,2,858.0,3,892,1,0,4,5,0,0.0,5,0,0,0,59
10320,6,3,1,698.0,5,1403,1,1,3,7,0,1.0,2,0,0,0,44
4280,4,3,0,560.0,5,704,1,0,2,4,0,1.0,2,0,0,1,8
10800,5,3,2,1200.0,3,1200,3,0,3,5,0,0.0,5,120,0,1,21
10547,5,3,2,1152.0,3,1152,2,0,3,6,0,1.0,1,0,0,1,31
9780,5,3,1,585.0,3,1112,2,0,3,6,0,1.0,0,0,0,1,59
11625,5,3,1,1052.0,3,1052,1,1,3,6,1,1.0,2,0,215,1,42
8014,6,3,2,456.0,3,1034,1,0,3,5,1,2.0,2,0,0,1,31
15400,5,3,1,552.0,3,1774,2,0,3,8,1,1.0,2,290,40,1,48
15312,6,3,1,1138.0,5,1138,1,0,3,6,1,2.0,2,0,0,1,49
15584,5,3,1,825.0,5,2071,1,1,3,9,1,1.0,2,131,28,1,53
9000,2,3,4,0.0,2,660,1,0,2,5,0,0.0,5,0,0,1,59
15635,4,3,4,0.0,3,1383,1,0,3,6,0,2.0,2,0,0,1,55
9571,5,3,1,1073.0,3,1073,1,0,3,5,0,1.0,2,0,0,1,53
9350,6,3,1,747.0,5,1639,1,1,4,6,1,1.0,2,0,50,1,59
7440,5,3,2,1089.0,3,1089,1,0,3,5,1,1.0,2,328,0,1,55
4235,5,4,2,1049.0,3,1049,2,0,4,5,0,1.0,2,0,105,1,25
10778,7,4,2,1054.0,4,1061,1,1,4,4,0,2.0,2,114,36,1,18
19255,6,4,2,520.0,4,1338,1,1,4,5,1,2.0,2,0,0,1,26
10560,7,4,2,1079.0,5,1879,2,1,4,8,1,2.0,2,400,100,1,15
26400,5,4,4,0.0,5,2016,1,0,3,7,1,2.0,2,0,0,1,2
7018,5,3,4,0.0,3,2228,2,0,3,8,0,2.0,2,73,0,1,30
7018,5,3,4,0.0,3,1535,2,0,3,8,0,2.0,2,0,0,1,30
7040,5,3,2,1094.0,3,1229,0,2,4,6,2,2.0,2,120,0,1,30
7007,5,3,4,0.0,3,1513,2,0,3,8,0,2.0,2,0,0,1,30
11855,7,3,3,1168.0,5,2787,4,2,3,8,2,4.0,2,312,0,1,9
7939,7,3,3,1168.0,5,2787,4,2,3,8,2,4.0,2,312,0,1,9
7976,7,3,3,1168.0,5,2787,4,2,3,8,2,4.0,2,312,0,1,9
10933,9,5,3,1555.0,5,1680,1,1,5,8,1,3.0,2,185,24,1,0
10816,9,5,3,1720.0,5,1720,2,0,5,8,1,3.0,2,208,104,1,1
9178,8,4,2,1468.0,5,1468,2,0,4,6,1,3.0,2,192,142,1,1
11422,8,4,3,1838.0,5,1838,2,0,4,7,2,2.0,2,154,222,1,1
6762,7,4,2,1282.0,5,1290,2,0,4,6,1,2.0,2,168,0,1,2
10324,8,4,2,1254.0,5,1254,2,0,4,5,0,3.0,2,168,92,1,1
11645,8,4,3,1498.0,5,1498,2,0,4,7,1,3.0,2,144,98,1,3
11646,6,4,2,704.0,5,1422,2,1,4,7,1,2.0,2,36,28,1,3
16698,7,4,2,1449.0,4,1759,2,1,4,7,1,2.0,2,150,193,1,16
9757,5,3,1,990.0,5,990,1,0,3,5,0,1.0,2,66,0,1,15
14753,7,3,2,1463.0,5,1463,2,0,3,5,0,2.0,2,0,81,1,11
8750,6,3,2,928.0,5,1772,2,1,3,7,1,2.0,2,150,96,1,11
10739,7,4,2,1431.0,5,1444,2,0,4,6,0,2.0,2,144,40,1,8
11166,7,4,2,1492.0,5,1492,2,0,4,6,1,2.0,2,0,114,1,8
16269,5,3,2,907.0,3,907,1,0,3,5,0,1.0,2,72,0,1,31
6950,5,3,1,914.0,3,914,1,0,3,5,0,2.0,2,0,0,1,30
11664,7,4,2,1569.0,5,1611,2,0,4,6,0,3.0,2,262,93,1,7
12334,8,4,2,1068.0,5,2184,2,1,4,8,1,2.0,2,192,132,1,6
8749,7,4,2,840.0,5,1725,2,1,4,6,0,2.0,2,0,48,1,7
11250,7,4,2,944.0,5,1870,2,1,4,6,0,2.0,2,256,43,1,8
15750,8,4,2,1462.0,5,1513,2,0,4,5,1,2.0,2,135,34,1,9
12782,8,4,3,1822.0,5,1828,2,0,4,7,1,2.0,2,194,144,1,6
8750,7,4,2,1417.0,5,1417,2,0,4,7,1,2.0,2,60,0,1,11
10200,8,4,2,1578.0,5,1602,2,0,4,7,1,3.0,2,0,48,1,2
11069,6,4,2,608.0,5,1396,2,1,4,6,1,2.0,2,100,36,1,2
10682,4,3,1,1014.0,3,1149,1,0,3,7,0,1.0,2,0,240,1,38
3675,6,3,2,547.0,4,1072,1,0,3,5,0,2.0,2,0,28,0,3
6410,4,3,1,876.0,3,876,1,0,3,5,0,1.0,2,0,0,1,50
11767,5,3,0,1078.0,3,1368,1,0,3,6,0,1.0,2,0,41,1,59
10926,5,3,1,1678.0,3,1678,2,0,3,10,0,0.0,5,0,0,1,50
11767,5,3,1,1150.0,5,1560,1,0,3,7,1,1.0,2,0,0,1,53
8212,5,3,1,720.0,5,1298,1,0,3,6,2,1.0,2,84,0,1,59
6300,5,3,1,832.0,3,1268,1,1,3,7,2,1.0,2,0,0,0,59
5707,6,3,1,583.0,4,1242,1,1,3,6,1,1.0,2,329,96,1,59
8574,6,4,1,816.0,5,1232,1,0,4,6,1,2.0,2,0,0,1,9
7155,7,3,1,600.0,5,1228,1,0,3,6,1,1.0,2,0,113,1,19
13680,5,3,1,840.0,5,1567,1,1,3,6,2,2.0,2,0,21,1,59
14680,5,3,1,1273.0,5,1273,1,0,3,5,0,1.0,2,483,0,1,49
8145,7,3,1,920.0,5,2480,2,1,3,13,2,2.0,2,0,0,1,59
9100,5,3,1,1112.0,5,1112,1,0,3,6,1,1.0,2,0,0,1,55
13339,6,3,1,1561.0,3,1561,2,0,3,6,1,2.0,2,0,148,1,49
15600,5,3,1,1067.0,2,1523,2,0,2,7,1,1.0,2,0,0,1,4
17500,6,3,1,1310.0,5,1906,1,1,3,6,2,2.0,2,0,201,1,55
1733,6,3,1,516.0,3,1032,1,0,3,5,1,2.0,2,279,0,0,29
1488,6,3,2,561.0,3,1229,1,1,4,5,1,2.0,2,176,0,0,17
1612,6,3,2,561.0,3,1229,1,1,3,5,1,2.0,2,154,0,0,29
13607,6,3,1,572.0,4,1982,2,1,3,6,1,2.0,2,400,112,1,23
17597,7,4,2,1803.0,3,2365,2,0,5,7,2,2.0,2,200,144,1,0
8660,5,3,1,760.0,5,2168,2,0,4,11,0,2.0,2,467,160,0,16
10200,4,3,1,572.0,2,572,1,0,3,4,0,1.0,2,0,0,0,59
3843,8,5,3,1596.0,5,1648,2,0,5,5,1,2.0,2,162,53,0,1
21780,2,2,4,0.0,3,810,1,0,3,4,0,1.0,2,119,24,1,59
10125,8,4,2,1107.0,5,2052,2,1,4,7,1,3.0,2,210,91,1,8
9750,6,3,1,902.0,5,926,1,0,3,5,1,1.0,2,319,0,1,32
9360,6,3,2,957.0,3,1287,1,1,3,5,2,2.0,2,302,39,1,32
11070,5,3,2,1582.0,3,1595,2,0,3,5,0,2.0,2,0,0,1,18
13438,9,5,3,2190.0,5,2036,2,0,5,9,1,3.0,2,90,154,1,1
14463,9,5,3,1641.0,5,1641,2,0,5,7,0,3.0,2,0,95,1,1
9839,6,3,2,712.0,5,2237,2,1,4,7,1,2.0,2,305,24,1,3
14419,7,3,2,1645.0,5,1479,2,1,4,7,1,2.0,2,224,238,1,20
9157,7,4,2,912.0,5,2014,2,1,4,9,0,2.0,2,124,114,1,6
12633,9,5,3,1978.0,5,1978,2,0,5,7,1,3.0,2,308,52,1,2
12518,5,3,1,1008.0,4,1008,1,0,4,6,0,1.0,2,144,0,1,41
13383,5,3,1,1188.0,5,1404,2,0,3,7,1,2.0,2,0,16,1,9
7689,5,3,2,796.0,4,796,1,0,3,4,0,1.0,2,138,0,1,37
7706,6,3,2,384.0,5,1091,1,0,3,5,0,1.0,2,280,0,1,13
7669,5,3,2,828.0,3,883,1,0,3,5,1,2.0,2,100,32,1,16
10429,5,3,2,624.0,3,1287,1,1,3,6,0,2.0,2,150,0,1,17
10457,5,4,1,784.0,5,1632,1,1,3,7,1,2.0,2,0,173,1,40
8702,6,3,1,926.0,5,1604,2,1,3,7,1,2.0,2,0,36,1,10
8139,6,3,2,680.0,4,1470,2,1,3,7,1,2.0,2,192,49,1,12
9535,6,3,2,926.0,5,1604,2,1,3,7,0,2.0,2,100,82,1,10
15038,6,3,2,916.0,4,1636,2,1,3,7,1,2.0,2,168,84,1,12
14137,5,4,2,1348.0,4,1384,2,0,4,7,0,2.0,2,0,39,1,11
6264,8,4,3,1664.0,5,1682,1,1,4,6,1,2.0,2,0,0,1,11
5070,8,4,2,1280.0,5,1280,2,0,4,5,0,2.0,2,0,82,1,16
11184,6,3,2,932.0,4,1633,2,1,3,7,1,2.0,2,0,39,1,10
14067,6,3,2,836.0,4,1709,2,1,4,7,0,2.0,2,0,40,1,17
5950,8,4,2,1337.0,4,1337,2,0,4,5,1,2.0,2,0,73,1,19
13543,8,4,3,1168.0,5,2500,3,1,5,9,1,3.0,2,192,32,1,3
15401,9,5,3,1884.0,5,1884,2,0,5,7,1,3.0,2,214,76,1,4
31220,6,3,1,1632.0,3,1474,1,0,3,7,2,2.0,2,0,0,1,56
8118,9,5,3,1710.0,5,1710,2,0,5,6,1,2.0,2,156,48,1,1
47280,6,3,1,1488.0,4,1488,2,1,3,6,1,2.0,2,0,0,1,58
12680,7,4,2,1675.0,5,1688,2,0,5,6,1,2.0,2,0,48,1,20
10825,7,4,2,1260.0,3,1260,2,0,3,6,0,2.0,2,152,0,1,25
18559,7,4,2,2048.0,3,2064,2,0,4,7,2,2.0,2,200,0,1,30
14450,7,4,2,1782.0,3,1782,2,0,4,6,1,2.0,2,467,0,1,29
13068,6,3,2,1211.0,3,1211,2,0,4,6,1,2.0,2,0,0,1,32
10400,7,3,2,738.0,3,2044,2,1,3,7,1,2.0,2,28,73,1,20
9743,5,3,1,720.0,4,1308,1,1,3,7,0,2.0,2,0,0,1,39
12511,7,4,2,1420.0,5,2840,2,1,4,8,2,4.0,3,0,16,1,30
10400,6,3,1,1444.0,3,1444,2,0,3,5,1,2.0,2,0,24,1,32
14311,8,4,2,1236.0,5,2340,2,1,4,9,1,3.0,2,192,180,1,12
9000,5,3,2,896.0,3,1792,2,2,3,8,0,2.0,2,0,45,1,34
10295,4,3,2,936.0,3,936,1,0,3,4,0,1.0,2,16,0,1,39
7560,5,3,2,864.0,3,864,1,0,3,5,0,2.0,2,0,0,1,37
1680,6,3,1,483.0,3,987,1,1,3,5,0,1.0,2,52,0,0,35
1890,6,3,1,483.0,4,987,1,1,3,5,0,1.0,2,411,0,0,36
1680,5,3,1,630.0,3,1302,2,1,3,6,0,1.0,2,0,0,0,36
2308,6,3,2,855.0,4,1456,2,1,3,7,0,2.0,2,0,0,1,33
2529,7,3,2,1055.0,2,1055,2,0,3,4,0,2.0,2,0,38,1,31
12704,8,4,3,1582.0,5,1582,2,0,4,7,0,3.0,2,209,95,1,1
13693,8,4,3,2418.0,5,2464,2,1,5,9,1,3.0,2,358,78,1,1
14418,9,5,3,1950.0,5,1950,2,0,5,7,1,3.0,2,156,207,1,1
13418,9,4,3,1850.0,5,2748,2,1,5,9,1,3.0,2,212,182,1,2
12539,10,5,3,1620.0,5,2790,2,1,5,10,1,4.0,2,30,200,1,2
12151,9,4,3,1414.0,5,2331,2,1,5,9,1,3.0,2,192,63,1,3
8899,8,5,2,948.0,5,2088,2,1,4,10,1,3.0,2,100,24,1,1
10574,8,4,3,1148.0,5,2332,2,1,5,9,1,3.0,2,224,142,1,4
12720,10,5,3,2535.0,5,2470,1,1,5,7,2,3.0,2,154,65,1,5
10845,8,4,2,1603.0,5,1575,2,0,4,7,1,3.0,2,216,28,1,4
16900,8,4,3,1479.0,5,2649,2,1,4,10,1,3.0,2,0,60,1,6
16451,8,4,3,1765.0,5,2690,2,1,4,9,1,3.0,2,268,58,1,5
10110,9,5,2,1858.0,5,1866,2,0,5,7,1,3.0,2,0,48,1,0
12304,7,4,2,1367.0,5,1367,2,0,4,6,1,2.0,2,0,33,1,3
8232,9,5,3,1800.0,5,1800,2,0,5,6,1,3.0,2,210,0,1,0
6240,8,4,2,1342.0,5,1342,2,0,4,6,1,2.0,2,0,35,1,1
6240,8,4,2,1342.0,5,1342,2,0,4,6,1,2.0,2,0,35,1,1
2448,7,4,2,764.0,5,1626,2,1,4,6,0,2.0,2,0,27,1,4
3940,7,4,2,1415.0,5,1455,2,0,4,6,1,3.0,2,156,20,1,5
3940,7,4,2,1393.0,5,1576,2,0,4,7,1,3.0,2,143,20,0,4
3710,7,4,2,1146.0,5,1246,2,0,4,5,1,2.0,2,100,24,1,0
9024,6,4,2,789.0,5,1515,2,1,4,8,1,2.0,2,0,75,1,4
8010,7,4,2,840.0,5,1720,2,1,4,7,1,2.0,2,138,48,1,5
8396,7,4,2,847.0,5,1986,2,1,4,9,1,2.0,2,120,48,1,5
7301,7,4,2,1350.0,5,1358,2,0,4,6,1,2.0,2,192,26,1,0
8220,7,4,2,982.0,5,1892,2,1,3,8,1,2.0,2,108,0,1,7
7750,7,4,2,707.0,5,1414,2,1,4,6,1,2.0,2,100,35,1,6
12460,7,4,2,1037.0,5,2322,2,1,3,8,1,2.0,2,144,44,1,8
8390,7,3,2,831.0,5,1651,2,1,3,7,1,2.0,2,0,103,1,9
9660,8,4,2,1173.0,5,2199,2,1,4,9,1,2.0,2,0,131,1,11
11000,9,4,3,1519.0,5,2172,2,1,5,8,1,3.0,2,162,153,1,8
11675,8,4,2,1982.0,5,2006,2,0,4,5,1,3.0,2,144,33,1,10
10990,7,4,3,1064.0,5,2125,2,1,4,12,2,2.0,2,168,0,1,11
11929,8,4,2,1242.0,5,2501,2,1,4,9,1,3.0,2,192,87,1,13
10010,7,4,2,1080.0,5,2197,2,1,4,9,1,3.0,2,385,99,1,14
13253,7,4,3,1578.0,4,1578,2,0,4,7,1,3.0,2,0,26,1,2
9801,8,4,2,1341.0,5,1861,3,0,4,7,1,3.0,2,144,60,1,1
9428,8,4,2,955.0,5,1874,2,1,4,8,1,3.0,2,168,108,1,0
10037,8,4,3,1460.0,5,1460,2,0,4,6,1,2.0,2,0,20,1,1
8640,8,4,2,1363.0,5,1372,2,0,4,6,0,2.0,2,192,113,0,0
10625,8,4,2,1660.0,5,1660,2,0,4,7,1,3.0,2,133,120,0,1
7500,7,4,2,1218.0,5,1218,2,0,4,6,0,2.0,2,168,168,0,0
10110,6,4,2,835.0,5,1696,2,1,4,7,0,2.0,2,143,66,1,5
12774,7,4,2,835.0,5,1663,2,1,4,8,0,2.0,2,168,68,1,4
13072,6,3,2,1175.0,5,1175,1,0,4,6,0,0.0,5,0,90,1,2
9260,7,4,2,1162.0,5,1162,2,0,4,6,0,2.0,2,0,32,1,1
8453,6,4,2,754.0,5,1609,2,1,4,6,0,2.0,2,0,70,1,13
8480,6,4,2,886.0,5,1680,2,1,4,7,0,2.0,2,144,96,1,14
14565,7,4,2,832.0,5,1657,2,1,4,6,0,2.0,2,144,74,1,13
8450,6,4,2,827.0,5,1677,2,1,4,7,0,2.0,2,0,68,1,7
8285,7,4,2,836.0,4,1737,2,1,4,7,0,2.0,2,192,85,1,16
9100,5,3,1,984.0,3,984,1,0,3,5,1,1.0,2,145,56,1,45
8100,5,3,1,864.0,5,864,1,0,4,5,1,1.0,2,132,0,1,1
8450,5,3,1,890.0,4,890,1,0,3,5,0,1.0,2,0,0,1,40
6360,5,3,2,864.0,3,864,1,0,3,5,0,1.0,2,0,0,1,45
19508,6,3,1,1430.0,3,1430,2,0,3,6,2,2.0,2,117,108,1,34
10759,5,3,2,1001.0,3,1641,2,0,3,5,1,2.0,2,0,0,1,36
9205,6,4,2,930.0,5,2683,2,1,4,9,2,2.0,2,237,251,1,17
11025,9,4,2,1848.0,5,2786,2,1,4,10,1,2.0,2,294,49,1,14
3435,7,4,2,1235.0,5,1245,2,0,4,5,0,2.0,2,0,100,0,3
3180,6,4,2,600.0,5,1200,2,1,4,5,0,2.0,2,0,166,0,3
3180,7,4,2,689.0,5,1392,2,0,4,5,0,2.0,2,0,102,0,1
2280,6,3,2,744.0,4,1549,2,1,3,6,0,2.0,2,0,32,0,9
4765,9,4,2,1614.0,5,1638,2,0,5,5,1,2.0,2,230,68,0,8
4538,9,4,3,1310.0,5,1310,1,1,4,5,1,2.0,2,277,45,0,7
4385,9,4,3,1419.0,5,1419,1,1,5,5,1,2.0,2,155,58,0,7
4109,9,4,2,1557.0,5,1557,2,0,5,5,1,2.0,2,124,113,0,8
2160,7,4,2,672.0,5,1404,2,1,4,5,0,2.0,2,20,0,0,8
10646,7,3,1,858.0,5,1789,2,1,3,7,1,2.0,2,0,0,0,7
2645,8,4,2,960.0,5,1586,2,1,4,7,0,2.0,2,169,0,0,9
2645,8,4,2,960.0,5,1607,2,1,4,7,0,2.0,2,169,0,0,8
3951,10,5,2,970.0,5,2393,2,1,5,7,1,2.0,2,0,90,0,9
11064,8,4,2,1230.0,5,1239,1,1,4,4,1,2.0,2,172,24,1,13
24572,9,4,2,994.0,3,2944,2,2,4,9,1,3.0,2,140,70,1,31
16280,8,5,2,1426.0,5,1671,3,0,5,6,1,2.0,2,280,90,1,1
7500,7,4,2,952.0,5,1812,2,1,3,7,1,2.0,2,144,112,0,6
11104,6,3,1,1427.0,4,1427,2,0,3,7,0,2.0,2,0,0,1,39
11050,6,3,1,1740.0,2,1740,1,1,3,8,1,2.0,2,25,0,1,40
15387,7,3,1,1620.0,5,1620,2,0,4,8,1,2.0,2,0,62,1,41
9750,5,3,1,1625.0,5,1625,2,0,3,8,0,2.0,2,0,0,1,43
8814,5,3,1,732.0,5,1464,1,1,3,7,0,2.0,2,0,40,1,40
8125,5,4,1,912.0,5,925,1,0,3,5,0,2.0,2,233,0,1,3
11072,5,3,1,1728.0,3,1728,2,0,3,10,0,2.0,2,0,0,1,43
13355,7,3,2,825.0,3,1670,1,1,3,7,0,2.0,2,0,0,1,37
7785,5,3,4,0.0,3,1014,1,0,3,6,0,1.0,2,0,0,1,52
9900,5,3,1,1114.0,3,1114,1,0,3,5,0,2.0,2,0,0,1,47
11332,5,3,1,1118.0,5,1118,1,0,4,6,0,1.0,2,290,0,1,8
4882,4,3,1,348.0,3,906,1,0,3,5,0,1.0,2,0,0,1,58
9600,5,2,1,1296.0,3,1496,2,0,4,6,0,2.0,2,0,22,1,48
9600,5,3,1,572.0,4,1337,1,0,4,7,1,1.0,2,0,192,1,2
7584,5,3,1,1036.0,5,1036,1,0,3,5,0,1.0,2,120,24,1,55
14670,6,4,1,1104.0,5,1988,2,1,4,9,1,2.0,2,0,230,1,9
8856,5,3,1,1176.0,3,1176,1,0,3,6,2,1.0,2,0,88,1,51
9840,5,3,1,1248.0,3,1440,2,0,4,7,0,1.0,2,150,0,1,10
13200,6,3,1,1395.0,5,1570,1,0,3,5,1,2.0,2,490,0,1,50
10425,5,3,1,1104.0,4,1104,1,0,3,5,0,1.0,2,0,0,1,50
11556,5,3,1,720.0,5,882,1,0,4,4,0,1.0,2,0,0,1,56
9373,5,3,1,1152.0,3,1152,1,1,3,6,0,2.0,2,0,0,1,55
12774,5,3,1,984.0,3,950,1,0,3,5,0,2.0,2,0,32,1,55
14250,6,3,1,998.0,3,1790,2,0,3,6,2,2.0,2,0,40,1,51
8838,5,3,4,0.0,4,1764,2,1,3,7,1,1.0,2,0,72,1,26
12436,5,3,1,1824.0,2,1824,2,0,3,9,0,2.0,2,0,0,1,51
10122,4,3,4,0.0,3,869,1,0,3,3,0,1.0,2,0,0,1,58
7506,5,3,1,747.0,3,1159,1,0,3,5,0,1.0,2,84,0,1,58
5400,4,4,1,672.0,4,672,1,0,3,4,0,1.0,2,88,108,1,3
10836,5,3,1,892.0,5,1436,1,0,3,7,1,4.0,2,0,0,1,58
10180,5,3,1,912.0,3,1044,1,1,3,5,1,2.0,2,200,48,1,40
11355,7,3,1,1312.0,5,1312,1,1,3,6,1,2.0,2,0,304,1,7
12929,6,3,1,1081.0,3,1081,1,0,3,5,0,1.0,2,36,82,1,15
7200,5,3,0,876.0,3,876,1,0,3,5,1,2.0,2,0,0,1,57
8000,5,3,1,1256.0,4,1256,1,1,4,6,0,1.0,2,0,240,1,49
8000,5,3,1,1027.0,3,1027,1,0,3,6,0,1.0,2,0,0,1,46
8064,6,3,1,768.0,5,1320,2,0,3,5,0,2.0,2,108,0,1,58
6390,6,3,1,936.0,3,984,1,0,3,4,0,1.0,2,0,0,1,54
7200,6,3,1,854.0,2,1278,1,0,3,6,0,1.0,2,0,0,1,54
8513,5,3,1,1800.0,3,1800,2,0,3,10,0,0.0,5,0,0,1,47
7200,5,3,1,768.0,4,1588,1,1,3,6,0,2.0,2,0,0,1,41
7200,5,3,1,825.0,3,825,1,0,3,4,0,1.0,2,0,0,1,54
7590,5,3,1,1117.0,5,1117,1,0,3,6,0,1.0,2,0,0,1,45
9836,6,3,1,192.0,4,1133,1,0,3,7,0,1.0,2,0,175,0,0
9184,5,3,1,780.0,5,1323,1,0,3,6,0,2.0,2,0,0,0,3
4800,5,3,1,680.0,2,1360,1,0,3,6,0,1.0,2,192,50,0,5
4800,5,3,0,672.0,3,672,1,0,3,4,0,1.0,2,0,0,0,58
6000,6,4,1,728.0,4,1456,1,1,4,7,0,1.0,1,0,0,0,3
11426,4,3,1,828.0,4,1594,2,0,3,9,0,0.0,5,0,172,0,12
7628,4,3,1,801.0,4,1656,2,0,3,8,0,2.0,2,187,0,0,23
7308,5,2,1,936.0,4,1740,1,0,5,6,1,1.0,1,0,0,0,58
5400,7,4,1,931.0,3,1027,1,0,4,5,1,0.0,5,0,28,0,2
10800,6,3,1,884.0,3,1436,2,0,3,8,2,2.0,2,0,0,0,58
6756,5,3,1,481.0,3,899,1,0,3,5,0,1.0,2,0,0,0,58
5914,5,3,0,684.0,4,1080,1,0,4,5,0,0.0,5,0,165,0,12
9000,5,3,1,904.0,5,1499,1,0,3,5,1,3.0,3,0,20,0,58
7311,2,3,1,407.0,3,407,1,0,3,3,0,1.0,2,76,0,0,58
12205,3,3,0,448.0,4,1588,2,0,3,6,0,0.0,5,0,0,0,16
9142,5,3,0,797.0,3,1627,2,0,3,10,0,2.0,0,192,0,0,2
5350,7,3,1,624.0,5,1450,1,0,3,7,0,1.0,2,0,192,0,43
9143,5,3,1,346.0,5,1017,1,0,3,5,0,1.0,2,0,0,0,5
9600,5,3,1,973.0,3,2350,2,0,3,10,0,2.0,2,0,0,0,48
6000,5,4,0,572.0,5,1540,1,1,4,7,0,0.0,5,240,77,0,3
11340,2,2,0,723.0,3,1086,1,0,3,5,0,2.0,0,0,24,0,58
10800,7,3,1,1313.0,4,2495,2,0,3,10,1,2.0,1,0,299,0,9
9750,5,3,1,984.0,4,984,1,0,2,5,0,1.0,2,0,0,0,49
8516,4,3,1,869.0,3,1093,1,0,3,5,0,1.0,2,0,0,0,2
7111,5,4,1,1008.0,3,1143,1,0,3,5,1,1.0,2,265,0,1,25
